county_air_basin_district_id,<60,60,90,150,>150
0,0.11240671641791045,0.3917910447761194,0.47527985074626866,0.020522388059701493,0.0
8,0.4197101037373881,0.43210885320449055,0.14057837146511298,0.007602671593008385,0.0
9,0.12643678160919541,0.4433497536945813,0.4302134646962233,0.0,0.0
11,0.14115014355683161,0.7880847829758487,0.06666948150650227,0.004095591960817429,0.0
16,0.2026158279760585,0.4500110840168477,0.3165595211704722,0.030813566836621592,0.0
19,0.3300970873786408,0.47572815533980584,0.18446601941747573,0.009708737864077669,0.0
20,0.22657781262250098,0.4906572585914021,0.265124787664968,0.01764014112112897,0.0
21,0.5753317819797137,0.32783577692721777,0.08022532775524217,0.016607113337826326,0.0
22,0.15555555555555556,0.45454545454545453,0.38047138047138046,0.009427609427609427,0.0
23,0.34768740031897927,0.5245436824384193,0.10703526493000177,0.02073365231259968,0.0
24,0.32912032355915066,0.5328614762386249,0.13346814964610718,0.00455005055611729,0.0
25,0.36073573573573575,0.2921671671671672,0.31744244244244246,0.029654654654654656,0.0
26,0.3458128078817734,0.406568144499179,0.2233169129720854,0.024302134646962233,0.0
27,0.14843348741653825,0.3441191576784797,0.5028248587570622,0.004622496147919877,0.0
28,0.08670520231213873,0.3046582794967698,0.5967358041482489,0.011900714042842571,0.0
29,0.22546419098143236,0.41379310344827586,0.3421750663129973,0.01856763925729443,0.0
30,0.17346630401934118,0.35176790571169536,0.4321547295255364,0.04261106074342702,0.0
31,0.45106035889070145,0.3939641109298532,0.14926590538336051,0.005709624796084829,0.0
32,0.3824175824175824,0.18021978021978022,0.3868131868131868,0.05054945054945055,0.0
33,0.4115696389093589,0.4458364038319823,0.1363301400147384,0.006263817243920413,0.0
34,0.45517241379310347,0.38620689655172413,0.13793103448275862,0.020689655172413793,0.0
36,0.15956634600702396,0.7403165877742149,0.08067389423321626,0.019443171985544867,0.0
37,0.20911047345767575,0.47919655667144906,0.3098995695839311,0.001793400286944046,0.0
38,0.3953211736716891,0.3223632038065028,0.2712133227597145,0.011102299762093577,0.0
40,0.32886736061012056,0.5977532721838607,0.0623518499433165,0.011027517262702256,0.0
41,0.2628318584070796,0.2884955752212389,0.43805309734513276,0.010619469026548672,0.0
44,0.7927063339731286,0.19193857965451055,0.013435700575815739,0.0019193857965451055,0.0
45,0.8085160551188619,0.1368106164274576,0.04840403526079623,0.006269293192884193,0.0
47,,,,,
52,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0,0.0
54,0.6500308832612723,0.2870084414247478,0.05505456042824789,0.007906114885731933,0.0
57,0.2432184750733138,0.4347507331378299,0.31378299120234604,0.008247800586510264,0.0
61,0.2956867196367764,0.4935300794551646,0.19750283768444948,0.013280363223609535,0.0
71,0.27652576440492144,0.45048117919356806,0.2643440126690218,0.008649043732488731,0.0
72,0.48826291079812206,0.3879641485275288,0.12206572769953052,0.0017072129748186087,0.0
73,0.46745733294764247,0.4535724616719699,0.07231703789412786,0.006653167486259763,0.0
74,0.30734966592427615,0.3273942093541203,0.34966592427616927,0.015590200445434299,0.0
75,0.2648648648648649,0.31891891891891894,0.41081081081081083,0.005405405405405406,0.0
76,0.11971830985915492,0.5521126760563381,0.32253521126760565,0.005633802816901409,0.0
77,0.27792802163511543,0.466403162055336,0.22924901185770752,0.026419804451841066,0.0
78,0.2125,0.2875,0.5,0.0,0.0
79,0.0736196319018405,0.4785276073619632,0.44171779141104295,0.006134969325153374,0.0
80,0.22475987193169691,0.5845250800426894,0.17838847385272144,0.012326574172892209,0.0
81,0.3902007083825266,0.4155844155844156,0.15702479338842976,0.0371900826446281,0.0
82,0.4740532959326788,0.30995792426367463,0.1949509116409537,0.021037868162692847,0.0
83,0.0,0.058823529411764705,0.9411764705882353,0.0,0.0
84,0.14583333333333334,0.6272522522522522,0.21227477477477477,0.01463963963963964,0.0
85,0.26198083067092653,0.3722044728434505,0.35303514376996803,0.012779552715654952,0.0
86,0.27900677200902935,0.3291196388261851,0.3200902934537246,0.07178329571106094,0.0
87,0.08164983164983165,0.8560606060606061,0.05387205387205387,0.008417508417508417,0.0
88,0.3488372093023256,0.5290697674418605,0.09302325581395349,0.029069767441860465,0.0
89,0.275,0.3,0.425,0.0,0.0
90,0.24266936299292213,0.3660262891809909,0.391304347826087,0.0,0.0
91,0.3235294117647059,0.29411764705882354,0.35294117647058826,0.029411764705882353,0.0
92,0.3353658536585366,0.35365853658536583,0.2865853658536585,0.024390243902439025,0.0
93,0.16666666666666666,0.38596491228070173,0.4415204678362573,0.005847953216374269,0.0
94,0.3398148148148148,0.3962962962962963,0.21481481481481482,0.049074074074074076,0.0
95,0.0,1.0,0.0,0.0,0.0
96,0.27225130890052357,0.36649214659685864,0.3507853403141361,0.010471204188481676,0.0
97,0.2770448548812665,0.41424802110817943,0.29023746701846964,0.018469656992084433,0.0
98,0.2212166918049271,0.43891402714932126,0.318753142282554,0.021116138763197588,0.0
99,0.34782608695652173,0.3167701863354037,0.32298136645962733,0.012422360248447204,0.0
100,0.17173913043478262,0.3173913043478261,0.48695652173913045,0.02391304347826087,0.0
101,0.49843260188087773,0.16927899686520376,0.3166144200626959,0.01567398119122257,0.0
102,0.20420728578758338,0.35146228835300153,0.40020523345305287,0.044125192406362236,0.0
103,0.1,0.5333333333333333,0.36666666666666664,0.0,0.0
104,0.4770572620401972,0.27607129313613954,0.20136518771331058,0.04550625711035267,0.0
105,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
106,0.3602941176470588,0.25,0.3897058823529412,0.0,0.0
107,0.24719101123595505,0.33707865168539325,0.37640449438202245,0.03932584269662921,0.0
